1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000000e+04 6.000000000000000000e+00 1.707479166666666788e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.040000000000000000e+04 2.000000000000000000e+00 1.707859722222222263e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+04 5.000000000000000000e+00 1.706687500000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 8.160000000000000000e+04 2.000000000000000000e+00 1.707861111111110949e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+04 5.000000000000000000e+00 1.708080555555555475e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+04 6.000000000000000000e+00 1.708180555555555475e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.800000000000000000e+03 3.000000000000000000e+00 1.707872222222222263e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+03 3.000000000000000000e+00 1.707873611111110949e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000000e+04 5.000000000000000000e+00 1.708079166666666788e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.560000000000000000e+04 3.000000000000000000e+00 1.707884722222222263e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.680000000000000000e+04 0.000000000000000000e+00 1.707655555555555475e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000000e+04 6.000000000000000000e+00 1.707479166666666788e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.800000000000000000e+04 0.000000000000000000e+00 1.707656944444444525e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 7.200000000000000000e+03 2.000000000000000000e+00 1.707775000000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.280000000000000000e+04 6.000000000000000000e+00 1.707562500000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.920000000000000000e+04 0.000000000000000000e+00 1.707658333333333212e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.400000000000000000e+01 0.000000000000000000e+00 1.800000000000000000e+04 6.000000000000000000e+00 1.706787500000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.040000000000000000e+04 0.000000000000000000e+00 1.707659722222222263e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.680000000000000000e+04 3.000000000000000000e+00 1.707886111111110949e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000000e+03 5.000000000000000000e+00 1.708769444444444525e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+03 4.000000000000000000e+00 1.706568055555555475e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000000e+04 1.000000000000000000e+00 1.709079166666666788e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 1.706566666666666788e+04
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.560000000000000000e+04 4.000000000000000000e+00 1.707984722222222263e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 7.800000000000000000e+04 5.000000000000000000e+00 1.708156944444444525e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+04 6.000000000000000000e+00 1.707563888888889051e+04
